"date","city","pct_complete_vax"
2021-01-03,"Alsip",0.004
2021-01-10,"Alsip",0.007
2021-01-17,"Alsip",0.009
2021-01-24,"Alsip",0.012
2021-01-31,"Alsip",0.017
2021-02-07,"Alsip",0.028
2021-02-14,"Alsip",0.039
2021-02-21,"Alsip",0.061
2021-02-28,"Alsip",0.078
2021-03-07,"Alsip",0.102
2021-03-14,"Alsip",0.122
2021-03-21,"Alsip",0.14
2021-03-28,"Alsip",0.16
2021-04-04,"Alsip",0.195
2021-04-11,"Alsip",0.224
2021-04-18,"Alsip",0.25
2021-04-25,"Alsip",0.274
2021-01-03,"Arlington Heights",0.008
2021-01-10,"Arlington Heights",0.011
2021-01-17,"Arlington Heights",0.014
2021-01-24,"Arlington Heights",0.024
2021-01-31,"Arlington Heights",0.034
2021-02-07,"Arlington Heights",0.043
2021-02-14,"Arlington Heights",0.062
2021-02-21,"Arlington Heights",0.099
2021-02-28,"Arlington Heights",0.136
2021-03-07,"Arlington Heights",0.188
2021-03-14,"Arlington Heights",0.215
2021-03-21,"Arlington Heights",0.233
2021-03-28,"Arlington Heights",0.26
2021-04-04,"Arlington Heights",0.319
2021-04-11,"Arlington Heights",0.366
2021-04-18,"Arlington Heights",0.417
2021-04-25,"Arlington Heights",0.454
2021-01-03,"Barrington",0.018
2021-01-10,"Barrington",0.024
2021-01-17,"Barrington",0.027
2021-01-24,"Barrington",0.045
2021-01-31,"Barrington",0.05
2021-02-07,"Barrington",0.06
2021-02-14,"Barrington",0.082
2021-02-21,"Barrington",0.132
2021-02-28,"Barrington",0.203
2021-03-07,"Barrington",0.281
2021-03-14,"Barrington",0.327
2021-03-21,"Barrington",0.357
2021-03-28,"Barrington",0.4
2021-04-04,"Barrington",0.476
2021-04-11,"Barrington",0.55
2021-04-18,"Barrington",0.62
2021-04-25,"Barrington",0.684
2021-01-03,"Barrington Hills",0
2021-01-10,"Barrington Hills",0
2021-01-17,"Barrington Hills",0
2021-01-24,"Barrington Hills",0
2021-01-31,"Barrington Hills",0
2021-02-07,"Barrington Hills",0
2021-02-14,"Barrington Hills",0
2021-02-21,"Barrington Hills",0
2021-02-28,"Barrington Hills",0
2021-03-07,"Barrington Hills",0
2021-01-03,"Bartlett",0.006
2021-01-10,"Bartlett",0.009
2021-01-17,"Bartlett",0.014
2021-01-24,"Bartlett",0.019
2021-01-31,"Bartlett",0.026
2021-02-07,"Bartlett",0.042
2021-02-14,"Bartlett",0.05
2021-02-21,"Bartlett",0.065
2021-02-28,"Bartlett",0.095
2021-03-07,"Bartlett",0.141
2021-03-14,"Bartlett",0.164
2021-03-21,"Bartlett",0.181
2021-03-28,"Bartlett",0.21
2021-04-04,"Bartlett",0.252
2021-04-11,"Bartlett",0.29
2021-04-18,"Bartlett",0.331
2021-04-25,"Bartlett",0.363
2021-01-10,"Bedford Park",0.01
2021-01-17,"Bedford Park",0.021
2021-01-31,"Bedford Park",0.036
2021-02-14,"Bedford Park",0.057
2021-02-21,"Bedford Park",0.088
2021-02-28,"Bedford Park",0.109
2021-03-07,"Bedford Park",0.15
2021-03-14,"Bedford Park",0.169
2021-03-21,"Bedford Park",0.195
2021-03-28,"Bedford Park",0.226
2021-04-04,"Bedford Park",0.284
2021-04-11,"Bedford Park",0.324
2021-04-18,"Bedford Park",0.36
2021-04-25,"Bedford Park",0.376
2021-01-03,"Bellwood",0.002
2021-01-10,"Bellwood",0.003
2021-01-17,"Bellwood",0.004
2021-01-24,"Bellwood",0.007
2021-01-31,"Bellwood",0.01
2021-02-07,"Bellwood",0.013
2021-02-14,"Bellwood",0.025
2021-02-21,"Bellwood",0.036
2021-02-28,"Bellwood",0.051
2021-03-07,"Bellwood",0.069
2021-03-14,"Bellwood",0.087
2021-03-21,"Bellwood",0.102
2021-03-28,"Bellwood",0.142
2021-04-04,"Bellwood",0.179
2021-04-11,"Bellwood",0.21
2021-04-18,"Bellwood",0.244
2021-04-25,"Bellwood",0.27
2021-01-03,"Berkeley",0.003
2021-01-10,"Berkeley",0.005
2021-01-17,"Berkeley",0.008
2021-01-24,"Berkeley",0.011
2021-01-31,"Berkeley",0.017
2021-02-07,"Berkeley",0.022
2021-02-14,"Berkeley",0.029
2021-02-21,"Berkeley",0.049
2021-02-28,"Berkeley",0.067
2021-03-07,"Berkeley",0.095
2021-03-14,"Berkeley",0.113
2021-03-21,"Berkeley",0.13
2021-03-28,"Berkeley",0.187
2021-04-04,"Berkeley",0.226
2021-04-11,"Berkeley",0.275
2021-04-18,"Berkeley",0.328
2021-04-25,"Berkeley",0.359
2021-01-03,"Berwyn",0.003
2021-01-10,"Berwyn",0.006
2021-01-17,"Berwyn",0.01
2021-01-24,"Berwyn",0.015
2021-01-31,"Berwyn",0.02
2021-02-07,"Berwyn",0.027
2021-02-14,"Berwyn",0.038
2021-02-21,"Berwyn",0.054
2021-02-28,"Berwyn",0.073
2021-03-07,"Berwyn",0.093
2021-03-14,"Berwyn",0.112
2021-03-21,"Berwyn",0.131
2021-03-28,"Berwyn",0.157
2021-04-04,"Berwyn",0.195
2021-04-11,"Berwyn",0.227
2021-04-18,"Berwyn",0.267
2021-04-25,"Berwyn",0.302
2021-01-03,"Blue Island",0.002
2021-01-10,"Blue Island",0.003
2021-01-17,"Blue Island",0.004
2021-01-24,"Blue Island",0.006
2021-01-31,"Blue Island",0.009
2021-02-07,"Blue Island",0.015
2021-02-14,"Blue Island",0.022
2021-02-21,"Blue Island",0.034
2021-02-28,"Blue Island",0.047
2021-03-07,"Blue Island",0.062
2021-03-14,"Blue Island",0.076
2021-03-21,"Blue Island",0.091
2021-03-28,"Blue Island",0.109
2021-04-04,"Blue Island",0.137
2021-04-11,"Blue Island",0.161
2021-04-18,"Blue Island",0.187
2021-04-25,"Blue Island",0.213
2021-01-03,"Bridgeview",0.003
2021-01-10,"Bridgeview",0.005
2021-01-17,"Bridgeview",0.007
2021-01-24,"Bridgeview",0.017
2021-01-31,"Bridgeview",0.025
2021-02-07,"Bridgeview",0.031
2021-02-14,"Bridgeview",0.039
2021-02-21,"Bridgeview",0.06
2021-02-28,"Bridgeview",0.073
2021-03-07,"Bridgeview",0.092
2021-03-14,"Bridgeview",0.105
2021-03-21,"Bridgeview",0.119
2021-03-28,"Bridgeview",0.135
2021-04-04,"Bridgeview",0.16
2021-04-11,"Bridgeview",0.187
2021-04-18,"Bridgeview",0.208
2021-04-25,"Bridgeview",0.231
2021-01-03,"Broadview",0.002
2021-01-10,"Broadview",0.004
2021-01-17,"Broadview",0.007
2021-01-24,"Broadview",0.012
2021-01-31,"Broadview",0.016
2021-02-07,"Broadview",0.021
2021-02-14,"Broadview",0.027
2021-02-21,"Broadview",0.041
2021-02-28,"Broadview",0.06
2021-03-07,"Broadview",0.079
2021-03-14,"Broadview",0.099
2021-03-21,"Broadview",0.118
2021-03-28,"Broadview",0.159
2021-04-04,"Broadview",0.197
2021-04-11,"Broadview",0.229
2021-04-18,"Broadview",0.262
2021-04-25,"Broadview",0.287
2021-01-03,"Brookfield",0.006
2021-01-10,"Brookfield",0.011
2021-01-17,"Brookfield",0.019
2021-01-24,"Brookfield",0.024
2021-01-31,"Brookfield",0.031
2021-02-07,"Brookfield",0.04
2021-02-14,"Brookfield",0.054
2021-02-21,"Brookfield",0.08
2021-02-28,"Brookfield",0.108
2021-03-07,"Brookfield",0.139
2021-03-14,"Brookfield",0.163
2021-03-21,"Brookfield",0.182
2021-03-28,"Brookfield",0.213
2021-04-04,"Brookfield",0.257
2021-04-11,"Brookfield",0.297
2021-04-18,"Brookfield",0.342
2021-04-25,"Brookfield",0.38
2021-01-03,"Buffalo Grove",0.005
2021-01-10,"Buffalo Grove",0.008
2021-01-17,"Buffalo Grove",0.009
2021-01-24,"Buffalo Grove",0.014
2021-01-31,"Buffalo Grove",0.02
2021-02-07,"Buffalo Grove",0.027
2021-02-14,"Buffalo Grove",0.04
2021-02-21,"Buffalo Grove",0.063
2021-02-28,"Buffalo Grove",0.095
2021-03-07,"Buffalo Grove",0.148
2021-03-14,"Buffalo Grove",0.174
2021-03-21,"Buffalo Grove",0.192
2021-03-28,"Buffalo Grove",0.218
2021-04-04,"Buffalo Grove",0.266
2021-04-11,"Buffalo Grove",0.309
2021-04-18,"Buffalo Grove",0.351
2021-04-25,"Buffalo Grove",0.38
2021-01-10,"Burnham",0.002
2021-01-24,"Burnham",0.046
2021-01-31,"Burnham",0.047
2021-02-07,"Burnham",0.051
2021-02-14,"Burnham",0.059
2021-02-21,"Burnham",0.064
2021-02-28,"Burnham",0.069
2021-03-07,"Burnham",0.078
2021-03-14,"Burnham",0.088
2021-03-21,"Burnham",0.098
2021-03-28,"Burnham",0.107
2021-04-04,"Burnham",0.121
2021-04-11,"Burnham",0.135
2021-04-18,"Burnham",0.144
2021-04-25,"Burnham",0.154
2021-01-03,"Burr Ridge",0.021
2021-01-10,"Burr Ridge",0.03
2021-01-17,"Burr Ridge",0.038
2021-01-24,"Burr Ridge",0.045
2021-01-31,"Burr Ridge",0.053
2021-02-07,"Burr Ridge",0.069
2021-02-14,"Burr Ridge",0.097
2021-02-21,"Burr Ridge",0.136
2021-02-28,"Burr Ridge",0.18
2021-03-07,"Burr Ridge",0.213
2021-03-14,"Burr Ridge",0.238
2021-03-21,"Burr Ridge",0.259
2021-03-28,"Burr Ridge",0.289
2021-04-04,"Burr Ridge",0.335
2021-04-11,"Burr Ridge",0.369
2021-04-18,"Burr Ridge",0.396
2021-04-25,"Burr Ridge",0.423
2021-01-03,"Calumet City",0.001
2021-01-10,"Calumet City",0.003
2021-01-17,"Calumet City",0.004
2021-01-24,"Calumet City",0.007
2021-01-31,"Calumet City",0.009
2021-02-07,"Calumet City",0.016
2021-02-14,"Calumet City",0.02
2021-02-21,"Calumet City",0.03
2021-02-28,"Calumet City",0.043
2021-03-07,"Calumet City",0.057
2021-03-14,"Calumet City",0.069
2021-03-21,"Calumet City",0.085
2021-03-28,"Calumet City",0.103
2021-04-04,"Calumet City",0.128
2021-04-11,"Calumet City",0.15
2021-04-18,"Calumet City",0.172
2021-04-25,"Calumet City",0.193
2021-01-03,"Calumet Park",0.002
2021-01-10,"Calumet Park",0.003
2021-01-17,"Calumet Park",0.005
2021-01-24,"Calumet Park",0.008
2021-01-31,"Calumet Park",0.011
2021-02-07,"Calumet Park",0.018
2021-02-14,"Calumet Park",0.025
2021-02-21,"Calumet Park",0.036
2021-02-28,"Calumet Park",0.05
2021-03-07,"Calumet Park",0.07
2021-03-14,"Calumet Park",0.088
2021-03-21,"Calumet Park",0.11
2021-03-28,"Calumet Park",0.134
2021-04-04,"Calumet Park",0.159
2021-04-11,"Calumet Park",0.187
2021-04-18,"Calumet Park",0.204
2021-04-25,"Calumet Park",0.224
2021-01-03,"Chicago Heights",0.002
2021-01-10,"Chicago Heights",0.004
2021-01-17,"Chicago Heights",0.008
2021-01-24,"Chicago Heights",0.01
2021-01-31,"Chicago Heights",0.011
2021-02-07,"Chicago Heights",0.02
2021-02-14,"Chicago Heights",0.026
2021-02-21,"Chicago Heights",0.043
2021-02-28,"Chicago Heights",0.06
2021-03-07,"Chicago Heights",0.07
2021-03-14,"Chicago Heights",0.082
2021-03-21,"Chicago Heights",0.092
2021-03-28,"Chicago Heights",0.109
2021-04-04,"Chicago Heights",0.133
2021-04-11,"Chicago Heights",0.15
2021-04-18,"Chicago Heights",0.184
2021-04-25,"Chicago Heights",0.2
2021-01-03,"Chicago Ridge",0.003
2021-01-10,"Chicago Ridge",0.005
2021-01-17,"Chicago Ridge",0.012
2021-01-24,"Chicago Ridge",0.021
2021-01-31,"Chicago Ridge",0.024
2021-02-07,"Chicago Ridge",0.032
2021-02-14,"Chicago Ridge",0.04
2021-02-21,"Chicago Ridge",0.053
2021-02-28,"Chicago Ridge",0.068
2021-03-07,"Chicago Ridge",0.082
2021-03-14,"Chicago Ridge",0.096
2021-03-21,"Chicago Ridge",0.108
2021-03-28,"Chicago Ridge",0.12
2021-04-04,"Chicago Ridge",0.143
2021-04-11,"Chicago Ridge",0.167
2021-04-18,"Chicago Ridge",0.191
2021-04-25,"Chicago Ridge",0.212
2021-01-03,"Cicero",0.001
2021-01-10,"Cicero",0.002
2021-01-17,"Cicero",0.003
2021-01-24,"Cicero",0.006
2021-01-31,"Cicero",0.009
2021-02-07,"Cicero",0.013
2021-02-14,"Cicero",0.022
2021-02-21,"Cicero",0.035
2021-02-28,"Cicero",0.049
2021-03-07,"Cicero",0.064
2021-03-14,"Cicero",0.078
2021-03-21,"Cicero",0.094
2021-03-28,"Cicero",0.113
2021-04-04,"Cicero",0.141
2021-04-11,"Cicero",0.178
2021-04-18,"Cicero",0.208
2021-04-25,"Cicero",0.239
2021-01-03,"Country Club Hills",0.002
2021-01-10,"Country Club Hills",0.004
2021-01-17,"Country Club Hills",0.005
2021-01-24,"Country Club Hills",0.009
2021-01-31,"Country Club Hills",0.016
2021-02-07,"Country Club Hills",0.021
2021-02-14,"Country Club Hills",0.027
2021-02-21,"Country Club Hills",0.043
2021-02-28,"Country Club Hills",0.064
2021-03-07,"Country Club Hills",0.105
2021-03-14,"Country Club Hills",0.132
2021-03-21,"Country Club Hills",0.155
2021-03-28,"Country Club Hills",0.177
2021-04-04,"Country Club Hills",0.203
2021-04-11,"Country Club Hills",0.223
2021-04-18,"Country Club Hills",0.242
2021-04-25,"Country Club Hills",0.262
2021-01-03,"Countryside",0.007
2021-01-10,"Countryside",0.01
2021-01-17,"Countryside",0.013
2021-01-24,"Countryside",0.017
2021-01-31,"Countryside",0.023
2021-02-07,"Countryside",0.029
2021-02-14,"Countryside",0.041
2021-02-21,"Countryside",0.062
2021-02-28,"Countryside",0.089
2021-03-07,"Countryside",0.134
2021-03-14,"Countryside",0.164
2021-03-21,"Countryside",0.181
2021-03-28,"Countryside",0.214
2021-04-04,"Countryside",0.254
2021-04-11,"Countryside",0.289
2021-04-18,"Countryside",0.321
2021-04-25,"Countryside",0.358
2021-01-03,"Crestwood",0.006
2021-01-10,"Crestwood",0.01
2021-01-17,"Crestwood",0.012
2021-01-24,"Crestwood",0.019
2021-01-31,"Crestwood",0.042
2021-02-07,"Crestwood",0.049
2021-02-14,"Crestwood",0.061
2021-02-21,"Crestwood",0.088
2021-02-28,"Crestwood",0.109
2021-03-07,"Crestwood",0.134
2021-03-14,"Crestwood",0.156
2021-03-21,"Crestwood",0.177
2021-03-28,"Crestwood",0.198
2021-04-04,"Crestwood",0.239
2021-04-11,"Crestwood",0.268
2021-04-18,"Crestwood",0.292
2021-04-25,"Crestwood",0.315
2021-02-07,"Deerfield",0.081
2021-02-14,"Deerfield",0.145
2021-02-21,"Deerfield",0.75
2021-02-28,"Deerfield",0.831
2021-03-07,"Deerfield",0.878
2021-03-14,"Deerfield",0.942
2021-01-03,"Des Plaines",0.008
2021-01-10,"Des Plaines",0.013
2021-01-17,"Des Plaines",0.019
2021-01-24,"Des Plaines",0.031
2021-01-31,"Des Plaines",0.046
2021-02-07,"Des Plaines",0.064
2021-02-14,"Des Plaines",0.082
2021-02-21,"Des Plaines",0.114
2021-02-28,"Des Plaines",0.149
2021-03-07,"Des Plaines",0.212
2021-03-14,"Des Plaines",0.246
2021-03-21,"Des Plaines",0.27
2021-03-28,"Des Plaines",0.302
2021-04-04,"Des Plaines",0.37
2021-04-11,"Des Plaines",0.438
2021-04-18,"Des Plaines",0.493
2021-04-25,"Des Plaines",0.535
2021-02-14,"Dixmoor",0.007
2021-02-21,"Dixmoor",0.012
2021-02-28,"Dixmoor",0.019
2021-03-07,"Dixmoor",0.024
2021-03-14,"Dixmoor",0.03
2021-03-21,"Dixmoor",0.035
2021-03-28,"Dixmoor",0.042
2021-04-04,"Dixmoor",0.053
2021-04-11,"Dixmoor",0.061
2021-04-18,"Dixmoor",0.067
2021-04-25,"Dixmoor",0.078
2021-01-03,"Dolton",0.001
2021-01-10,"Dolton",0.003
2021-01-17,"Dolton",0.005
2021-01-24,"Dolton",0.008
2021-01-31,"Dolton",0.014
2021-02-07,"Dolton",0.02
2021-02-14,"Dolton",0.025
2021-02-21,"Dolton",0.037
2021-02-28,"Dolton",0.051
2021-03-07,"Dolton",0.066
2021-03-14,"Dolton",0.08
2021-03-21,"Dolton",0.098
2021-03-28,"Dolton",0.115
2021-04-04,"Dolton",0.139
2021-04-11,"Dolton",0.159
2021-04-18,"Dolton",0.177
2021-04-25,"Dolton",0.197
2021-01-24,"East Hazel Crest",0.008
2021-01-31,"East Hazel Crest",0.011
2021-02-07,"East Hazel Crest",0.016
2021-02-14,"East Hazel Crest",0.023
2021-02-21,"East Hazel Crest",0.035
2021-02-28,"East Hazel Crest",0.051
2021-03-07,"East Hazel Crest",0.069
2021-03-14,"East Hazel Crest",0.087
2021-03-21,"East Hazel Crest",0.099
2021-03-28,"East Hazel Crest",0.113
2021-04-04,"East Hazel Crest",0.143
2021-04-11,"East Hazel Crest",0.175
2021-04-18,"East Hazel Crest",0.194
2021-04-25,"East Hazel Crest",0.216
2021-01-03,"Elgin",0.004
2021-01-10,"Elgin",0.005
2021-01-17,"Elgin",0.007
2021-01-24,"Elgin",0.009
2021-01-31,"Elgin",0.016
2021-02-07,"Elgin",0.021
2021-02-14,"Elgin",0.028
2021-02-21,"Elgin",0.039
2021-02-28,"Elgin",0.051
2021-03-07,"Elgin",0.085
2021-03-14,"Elgin",0.104
2021-03-21,"Elgin",0.124
2021-03-28,"Elgin",0.147
2021-04-04,"Elgin",0.185
2021-04-11,"Elgin",0.215
2021-04-18,"Elgin",0.248
2021-04-25,"Elgin",0.279
2021-01-03,"Elk Grove Village",0.008
2021-01-10,"Elk Grove Village",0.011
2021-01-17,"Elk Grove Village",0.013
2021-01-24,"Elk Grove Village",0.019
2021-01-31,"Elk Grove Village",0.025
2021-02-07,"Elk Grove Village",0.031
2021-02-14,"Elk Grove Village",0.043
2021-02-21,"Elk Grove Village",0.065
2021-02-28,"Elk Grove Village",0.096
2021-03-07,"Elk Grove Village",0.145
2021-03-14,"Elk Grove Village",0.173
2021-03-21,"Elk Grove Village",0.192
2021-03-28,"Elk Grove Village",0.214
2021-04-04,"Elk Grove Village",0.295
2021-04-11,"Elk Grove Village",0.332
2021-04-18,"Elk Grove Village",0.367
2021-04-25,"Elk Grove Village",0.395
2021-01-03,"Elmwood Park",0.004
2021-01-10,"Elmwood Park",0.007
2021-01-17,"Elmwood Park",0.013
2021-01-24,"Elmwood Park",0.017
2021-01-31,"Elmwood Park",0.022
2021-02-07,"Elmwood Park",0.029
2021-02-14,"Elmwood Park",0.037
2021-02-21,"Elmwood Park",0.052
2021-02-28,"Elmwood Park",0.073
2021-03-07,"Elmwood Park",0.103
2021-03-14,"Elmwood Park",0.125
2021-03-21,"Elmwood Park",0.143
2021-03-28,"Elmwood Park",0.166
2021-04-04,"Elmwood Park",0.199
2021-04-11,"Elmwood Park",0.236
2021-04-18,"Elmwood Park",0.267
2021-04-25,"Elmwood Park",0.296
2021-01-03,"Evergreen Park",0.01
2021-01-10,"Evergreen Park",0.014
2021-01-17,"Evergreen Park",0.019
2021-01-24,"Evergreen Park",0.024
2021-01-31,"Evergreen Park",0.029
2021-02-07,"Evergreen Park",0.041
2021-02-14,"Evergreen Park",0.055
2021-02-21,"Evergreen Park",0.085
2021-02-28,"Evergreen Park",0.107
2021-03-07,"Evergreen Park",0.136
2021-03-14,"Evergreen Park",0.157
2021-03-21,"Evergreen Park",0.175
2021-03-28,"Evergreen Park",0.199
2021-04-04,"Evergreen Park",0.237
2021-04-11,"Evergreen Park",0.271
2021-04-18,"Evergreen Park",0.299
2021-04-25,"Evergreen Park",0.323
2021-01-03,"Flossmoor",0.008
2021-01-10,"Flossmoor",0.016
2021-01-17,"Flossmoor",0.019
2021-01-24,"Flossmoor",0.024
2021-01-31,"Flossmoor",0.029
2021-02-07,"Flossmoor",0.041
2021-02-14,"Flossmoor",0.07
2021-02-21,"Flossmoor",0.11
2021-02-28,"Flossmoor",0.147
2021-03-07,"Flossmoor",0.194
2021-03-14,"Flossmoor",0.226
2021-03-21,"Flossmoor",0.253
2021-03-28,"Flossmoor",0.286
2021-04-04,"Flossmoor",0.341
2021-04-11,"Flossmoor",0.38
2021-04-18,"Flossmoor",0.412
2021-04-25,"Flossmoor",0.437
2021-01-03,"Ford Heights",0
2021-02-07,"Ford Heights",0.005
2021-02-14,"Ford Heights",0.008
2021-02-21,"Ford Heights",0.016
2021-02-28,"Ford Heights",0.021
2021-03-07,"Ford Heights",0.029
2021-03-14,"Ford Heights",0.037
2021-03-21,"Ford Heights",0.039
2021-03-28,"Ford Heights",0.044
2021-04-04,"Ford Heights",0.052
2021-04-11,"Ford Heights",0.06
2021-04-18,"Ford Heights",0.066
2021-04-25,"Ford Heights",0.079
2021-01-03,"Forest Park",0.007
2021-01-10,"Forest Park",0.014
2021-01-17,"Forest Park",0.026
2021-01-24,"Forest Park",0.035
2021-01-31,"Forest Park",0.046
2021-02-07,"Forest Park",0.059
2021-02-14,"Forest Park",0.077
2021-02-21,"Forest Park",0.097
2021-02-28,"Forest Park",0.124
2021-03-07,"Forest Park",0.154
2021-03-14,"Forest Park",0.175
2021-03-21,"Forest Park",0.197
2021-03-28,"Forest Park",0.227
2021-04-04,"Forest Park",0.266
2021-04-11,"Forest Park",0.309
2021-04-18,"Forest Park",0.36
2021-04-25,"Forest Park",0.397
2021-01-03,"Franklin Park",0.003
2021-01-10,"Franklin Park",0.004
2021-01-17,"Franklin Park",0.006
2021-01-24,"Franklin Park",0.009
2021-01-31,"Franklin Park",0.013
2021-02-07,"Franklin Park",0.018
2021-02-14,"Franklin Park",0.024
2021-02-21,"Franklin Park",0.038
2021-02-28,"Franklin Park",0.06
2021-03-07,"Franklin Park",0.088
2021-03-14,"Franklin Park",0.112
2021-03-21,"Franklin Park",0.13
2021-03-28,"Franklin Park",0.15
2021-04-04,"Franklin Park",0.187
2021-04-11,"Franklin Park",0.227
2021-04-18,"Franklin Park",0.262
2021-04-25,"Franklin Park",0.296
2021-01-03,"Glencoe",0.011
2021-01-10,"Glencoe",0.017
2021-01-17,"Glencoe",0.019
2021-01-24,"Glencoe",0.022
2021-01-31,"Glencoe",0.029
2021-02-07,"Glencoe",0.042
2021-02-14,"Glencoe",0.071
2021-02-21,"Glencoe",0.111
2021-02-28,"Glencoe",0.152
2021-03-07,"Glencoe",0.196
2021-03-14,"Glencoe",0.223
2021-03-21,"Glencoe",0.244
2021-03-28,"Glencoe",0.276
2021-04-04,"Glencoe",0.331
2021-04-11,"Glencoe",0.385
2021-04-18,"Glencoe",0.44
2021-04-25,"Glencoe",0.466
2021-01-03,"Glenview",0.013
2021-01-10,"Glenview",0.02
2021-01-17,"Glenview",0.026
2021-01-24,"Glenview",0.034
2021-01-31,"Glenview",0.047
2021-02-07,"Glenview",0.061
2021-02-14,"Glenview",0.089
2021-02-21,"Glenview",0.134
2021-02-28,"Glenview",0.176
2021-03-07,"Glenview",0.231
2021-03-14,"Glenview",0.267
2021-03-21,"Glenview",0.291
2021-03-28,"Glenview",0.327
2021-04-04,"Glenview",0.395
2021-04-11,"Glenview",0.448
2021-04-18,"Glenview",0.51
2021-04-25,"Glenview",0.549
2021-01-03,"Glenwood",0.002
2021-01-10,"Glenwood",0.004
2021-01-17,"Glenwood",0.007
2021-01-24,"Glenwood",0.01
2021-01-31,"Glenwood",0.013
2021-02-07,"Glenwood",0.019
2021-02-14,"Glenwood",0.032
2021-02-21,"Glenwood",0.055
2021-02-28,"Glenwood",0.078
2021-03-07,"Glenwood",0.104
2021-03-14,"Glenwood",0.121
2021-03-21,"Glenwood",0.142
2021-03-28,"Glenwood",0.165
2021-04-04,"Glenwood",0.233
2021-04-11,"Glenwood",0.253
2021-04-18,"Glenwood",0.271
2021-04-25,"Glenwood",0.291
2021-01-24,"Golf",0.012
2021-02-07,"Golf",0.03
2021-02-14,"Golf",0.044
2021-02-21,"Golf",0.072
2021-02-28,"Golf",0.09
2021-03-07,"Golf",0.118
2021-03-14,"Golf",0.138
2021-03-21,"Golf",0.156
2021-03-28,"Golf",0.174
2021-04-04,"Golf",0.214
2021-04-11,"Golf",0.26
2021-04-18,"Golf",0.3
2021-04-25,"Golf",0.334
2021-01-03,"Hanover Park",0.003
2021-01-10,"Hanover Park",0.004
2021-01-17,"Hanover Park",0.006
2021-01-24,"Hanover Park",0.011
2021-01-31,"Hanover Park",0.015
2021-02-07,"Hanover Park",0.018
2021-02-14,"Hanover Park",0.023
2021-02-21,"Hanover Park",0.031
2021-02-28,"Hanover Park",0.041
2021-03-07,"Hanover Park",0.062
2021-03-14,"Hanover Park",0.078
2021-03-21,"Hanover Park",0.09
2021-03-28,"Hanover Park",0.108
2021-04-04,"Hanover Park",0.146
2021-04-11,"Hanover Park",0.175
2021-04-18,"Hanover Park",0.201
2021-04-25,"Hanover Park",0.227
2021-01-03,"Harvey",0.001
2021-01-10,"Harvey",0.002
2021-01-17,"Harvey",0.004
2021-01-24,"Harvey",0.005
2021-01-31,"Harvey",0.006
2021-02-07,"Harvey",0.009
2021-02-14,"Harvey",0.012
2021-02-21,"Harvey",0.02
2021-02-28,"Harvey",0.028
2021-03-07,"Harvey",0.04
2021-03-14,"Harvey",0.05
2021-03-21,"Harvey",0.064
2021-03-28,"Harvey",0.075
2021-04-04,"Harvey",0.096
2021-04-11,"Harvey",0.109
2021-04-18,"Harvey",0.123
2021-04-25,"Harvey",0.14
2021-01-03,"Harwood Heights",0.005
2021-01-10,"Harwood Heights",0.007
2021-01-17,"Harwood Heights",0.009
2021-01-24,"Harwood Heights",0.013
2021-01-31,"Harwood Heights",0.02
2021-02-07,"Harwood Heights",0.025
2021-02-14,"Harwood Heights",0.034
2021-02-21,"Harwood Heights",0.045
2021-02-28,"Harwood Heights",0.061
2021-03-07,"Harwood Heights",0.085
2021-03-14,"Harwood Heights",0.104
2021-03-21,"Harwood Heights",0.123
2021-03-28,"Harwood Heights",0.142
2021-04-04,"Harwood Heights",0.175
2021-04-11,"Harwood Heights",0.205
2021-04-18,"Harwood Heights",0.236
2021-04-25,"Harwood Heights",0.263
2021-01-03,"Hazel Crest",0.001
2021-01-10,"Hazel Crest",0.003
2021-01-17,"Hazel Crest",0.004
2021-01-24,"Hazel Crest",0.01
2021-01-31,"Hazel Crest",0.011
2021-02-07,"Hazel Crest",0.023
2021-02-14,"Hazel Crest",0.034
2021-02-21,"Hazel Crest",0.063
2021-02-28,"Hazel Crest",0.08
2021-03-07,"Hazel Crest",0.107
2021-03-14,"Hazel Crest",0.125
2021-03-21,"Hazel Crest",0.143
2021-03-28,"Hazel Crest",0.157
2021-04-04,"Hazel Crest",0.182
2021-04-11,"Hazel Crest",0.202
2021-04-18,"Hazel Crest",0.222
2021-04-25,"Hazel Crest",0.239
2021-01-03,"Hickory Hills",0.004
2021-01-10,"Hickory Hills",0.006
2021-01-17,"Hickory Hills",0.008
2021-01-24,"Hickory Hills",0.016
2021-01-31,"Hickory Hills",0.02
2021-02-07,"Hickory Hills",0.026
2021-02-14,"Hickory Hills",0.034
2021-02-21,"Hickory Hills",0.054
2021-02-28,"Hickory Hills",0.075
2021-03-07,"Hickory Hills",0.101
2021-03-14,"Hickory Hills",0.118
2021-03-21,"Hickory Hills",0.132
2021-03-28,"Hickory Hills",0.15
2021-04-04,"Hickory Hills",0.178
2021-04-11,"Hickory Hills",0.213
2021-04-18,"Hickory Hills",0.238
2021-04-25,"Hickory Hills",0.263
2021-01-03,"Hillside",0.002
2021-01-10,"Hillside",0.006
2021-01-17,"Hillside",0.006
2021-01-24,"Hillside",0.018
2021-01-31,"Hillside",0.028
2021-02-07,"Hillside",0.034
2021-02-14,"Hillside",0.043
2021-02-21,"Hillside",0.06
2021-02-28,"Hillside",0.083
2021-03-07,"Hillside",0.105
