city,week_start,cases,weekly_case_rate_per_100k,total_with_at_least_one_vaccine_dose,percent_with_at_least_one_vaccine_dose,total_with_complete_vaccine_series,percent_with_complete_vaccine_series
Berwyn,1/26/20,0,0,0,0,0,0
Berwyn,2/2/20,0,0,0,0,0,0
Berwyn,2/9/20,0,0,0,0,0,0
Berwyn,2/16/20,0,0,0,0,0,0
Berwyn,2/23/20,0,0,0,0,0,0
Berwyn,3/1/20,0,0,0,0,0,0
Berwyn,3/8/20,0,0,0,0,0,0
Berwyn,3/15/20,8,14,0,0,0,0
Berwyn,3/22/20,28,49,0,0,0,0
Berwyn,3/29/20,53,94,0,0,0,0
Berwyn,4/5/20,75,132,0,0,0,0
Berwyn,4/12/20,102,180,0,0,0,0
Berwyn,4/19/20,147,259,0,0,0,0
Berwyn,4/26/20,187,330,0,0,0,0
Berwyn,5/3/20,199,351,0,0,0,0
Berwyn,5/10/20,181,319,0,0,0,0
Berwyn,5/17/20,126,222,0,0,0,0
Berwyn,5/24/20,93,164,0,0,0,0
Berwyn,5/31/20,81,143,0,0,0,0
Berwyn,6/7/20,47,83,0,0,0,0
Berwyn,6/14/20,29,51,0,0,0,0
Berwyn,6/21/20,19,34,0,0,0,0
Berwyn,6/28/20,18,32,0,0,0,0
Berwyn,7/5/20,36,64,0,0,0,0
Berwyn,7/12/20,36,64,0,0,0,0
Berwyn,7/19/20,51,90,0,0,0,0
Berwyn,7/26/20,67,118,0,0,0,0
Berwyn,8/2/20,89,157,0,0,0,0
Berwyn,8/9/20,78,138,0,0,0,0
Berwyn,8/16/20,106,187,0,0,0,0
Berwyn,8/23/20,100,177,0,0,0,0
Berwyn,8/30/20,95,168,0,0,0,0
Berwyn,9/6/20,53,94,0,0,0,0
Berwyn,9/13/20,75,132,0,0,0,0
Berwyn,9/20/20,132,233,0,0,0,0
Berwyn,9/27/20,65,115,0,0,0,0
Berwyn,10/4/20,101,178,0,0,0,0
Berwyn,10/11/20,149,263,0,0,0,0
Berwyn,10/18/20,208,367,0,0,0,0
Berwyn,10/25/20,347,612,0,0,0,0
Berwyn,11/1/20,429,757,0,0,0,0
Berwyn,11/8/20,538,950,0,0,0,0
Berwyn,11/15/20,428,755,0,0,0,0
Berwyn,11/22/20,265,468,0,0,0,0
Berwyn,11/29/20,351,620,0,0,0,0
Berwyn,12/6/20,306,540,0,0,0,0
Berwyn,12/13/20,271,478,148,0.3,0,0
Berwyn,12/20/20,165,291,382,0.7,0,0
Berwyn,12/27/20,184,325,781,1.4,0,0
Berwyn,1/3/21,267,471,1054,1.9,156,0.3
Berwyn,1/10/21,215,379,1400,2.5,361,0.6
Berwyn,1/17/21,155,274,1998,3.5,594,1
Berwyn,1/24/21,110,194,2727,4.8,864,1.5
Berwyn,1/31/21,72,127,4085,7.2,1141,2
Berwyn,2/7/21,44,78,5250,9.3,1530,2.7
Berwyn,2/14/21,44,78,6028,10.6,2148,3.8
Berwyn,2/21/21,41,72,7022,12.4,3059,5.4
Berwyn,2/28/21,43,76,8170,14.4,4162,7.3
Berwyn,3/7/21,28,49,9920,17.5,5274,9.3
Berwyn,3/14/21,54,95,12149,21.4,6318,11.2
Berwyn,3/21/21,63,111,14464,25.5,7397,13.1
Berwyn,3/28/21,104,184,17053,30.1,8868,15.7
Berwyn,4/4/21,103,182,19696,34.8,11052,19.5
Berwyn,4/11/21,92,162,22057,38.9,12884,22.7
Berwyn,4/18/21,77,136,23958,42.3,15141,26.7
Berwyn,4/25/21,62,109,25429,44.9,17134,30.2
Berwyn,5/2/21,60,106,26398,46.6,18795,33.2
Blue Island,1/26/20,0,0,0,0,0,0
Blue Island,2/2/20,0,0,0,0,0,0
Blue Island,2/9/20,0,0,0,0,0,0
Blue Island,2/16/20,0,0,0,0,0,0
Blue Island,2/23/20,0,0,0,0,0,0
Blue Island,3/1/20,0,0,0,0,0,0
Blue Island,3/8/20,0,0,0,0,0,0
Blue Island,3/15/20,5,21,0,0,0,0
Blue Island,3/22/20,9,38,0,0,0,0
Blue Island,3/29/20,29,122,0,0,0,0
Blue Island,4/5/20,20,84,0,0,0,0
Blue Island,4/12/20,39,165,0,0,0,0
Blue Island,4/19/20,43,181,0,0,0,0
Blue Island,4/26/20,69,291,0,0,0,0
Blue Island,5/3/20,84,354,0,0,0,0
Blue Island,5/10/20,69,291,0,0,0,0
Blue Island,5/17/20,67,283,0,0,0,0
Blue Island,5/24/20,32,135,0,0,0,0
Blue Island,5/31/20,18,76,0,0,0,0
Blue Island,6/7/20,19,80,0,0,0,0
Blue Island,6/14/20,18,76,0,0,0,0
Blue Island,6/21/20,19,80,0,0,0,0
Blue Island,6/28/20,15,63,0,0,0,0
Blue Island,7/5/20,14,59,0,0,0,0
Blue Island,7/12/20,16,67,0,0,0,0
Blue Island,7/19/20,39,165,0,0,0,0
Blue Island,7/26/20,34,143,0,0,0,0
Blue Island,8/2/20,44,186,0,0,0,0
Blue Island,8/9/20,23,97,0,0,0,0
Blue Island,8/16/20,26,110,0,0,0,0
Blue Island,8/23/20,27,114,0,0,0,0
Blue Island,8/30/20,28,118,0,0,0,0
Blue Island,9/6/20,19,80,0,0,0,0
Blue Island,9/13/20,31,131,0,0,0,0
Blue Island,9/20/20,31,131,0,0,0,0
Blue Island,9/27/20,30,127,0,0,0,0
Blue Island,10/4/20,48,202,0,0,0,0
Blue Island,10/11/20,74,312,0,0,0,0
Blue Island,10/18/20,83,350,0,0,0,0
Blue Island,10/25/20,113,477,0,0,0,0
Blue Island,11/1/20,146,616,0,0,0,0
Blue Island,11/8/20,187,789,0,0,0,0
Blue Island,11/15/20,195,823,0,0,0,0
Blue Island,11/22/20,136,574,0,0,0,0
Blue Island,11/29/20,163,688,0,0,0,0
Blue Island,12/6/20,135,569,0,0,0,0
Blue Island,12/13/20,84,354,38,0.2,0,0
Blue Island,12/20/20,65,274,84,0.4,0,0
Blue Island,12/27/20,81,342,131,0.6,0,0
Blue Island,1/3/21,90,380,207,0.9,42,0.2
Blue Island,1/10/21,74,312,291,1.2,78,0.3
Blue Island,1/17/21,64,270,453,1.9,102,0.4
Blue Island,1/24/21,51,215,701,3,150,0.6
Blue Island,1/31/21,32,135,1081,4.6,225,0.9
Blue Island,2/7/21,31,131,1441,6.1,351,1.5
Blue Island,2/14/21,17,72,1715,7.2,532,2.2
Blue Island,2/21/21,25,105,1991,8.4,798,3.4
Blue Island,2/28/21,15,63,2300,9.7,1125,4.7
Blue Island,3/7/21,11,46,2789,11.8,1459,6.2
Blue Island,3/14/21,26,110,3422,14.4,1812,7.6
Blue Island,3/21/21,34,143,4126,17.4,2163,9.1
Blue Island,3/28/21,39,165,4938,20.8,2590,10.9
Blue Island,4/4/21,35,148,5807,24.5,3250,13.7
Blue Island,4/11/21,31,131,6662,28.1,3814,16.1
Blue Island,4/18/21,38,160,7511,31.7,4426,18.7
Blue Island,4/25/21,45,190,8022,33.8,5046,21.3
Blue Island,5/2/21,46,194,8425,35.5,5610,23.7
Bridgeview,1/26/20,0,0,0,0,0,0
Bridgeview,2/2/20,0,0,0,0,0,0
Bridgeview,2/9/20,0,0,0,0,0,0
Bridgeview,2/16/20,0,0,0,0,0,0
Bridgeview,2/23/20,0,0,0,0,0,0
Bridgeview,3/1/20,0,0,0,0,0,0
Bridgeview,3/8/20,0,0,0,0,0,0
Bridgeview,3/15/20,0,0,0,0,0,0
Bridgeview,3/22/20,NA,NA,0,0,0,0
Bridgeview,3/29/20,30,182,0,0,0,0
Bridgeview,4/5/20,27,164,0,0,0,0
Bridgeview,4/12/20,9,55,0,0,0,0
Bridgeview,4/19/20,42,255,0,0,0,0
Bridgeview,4/26/20,94,572,0,0,0,0
Bridgeview,5/3/20,36,219,0,0,0,0
Bridgeview,5/10/20,16,97,0,0,0,0
Bridgeview,5/17/20,35,213,0,0,0,0
Bridgeview,5/24/20,11,67,0,0,0,0
Bridgeview,5/31/20,8,49,0,0,0,0
Bridgeview,6/7/20,7,43,0,0,0,0
Bridgeview,6/14/20,13,79,0,0,0,0
Bridgeview,6/21/20,22,134,0,0,0,0
Bridgeview,6/28/20,22,134,0,0,0,0
Bridgeview,7/5/20,14,85,0,0,0,0
Bridgeview,7/12/20,12,73,0,0,0,0
Bridgeview,7/19/20,21,128,0,0,0,0
Bridgeview,7/26/20,31,188,0,0,0,0
Bridgeview,8/2/20,27,164,0,0,0,0
Bridgeview,8/9/20,35,213,0,0,0,0
Bridgeview,8/16/20,26,158,0,0,0,0
Bridgeview,8/23/20,18,109,0,0,0,0
Bridgeview,8/30/20,14,85,0,0,0,0
Bridgeview,9/6/20,11,67,0,0,0,0
Bridgeview,9/13/20,27,164,0,0,0,0
Bridgeview,9/20/20,13,79,0,0,0,0
Bridgeview,9/27/20,22,134,0,0,0,0
Bridgeview,10/4/20,16,97,0,0,0,0
Bridgeview,10/11/20,34,207,0,0,0,0
Bridgeview,10/18/20,53,322,0,0,0,0
Bridgeview,10/25/20,53,322,0,0,0,0
Bridgeview,11/1/20,85,517,0,0,0,0
Bridgeview,11/8/20,98,596,0,0,0,0
Bridgeview,11/15/20,82,499,0,0,0,0
Bridgeview,11/22/20,66,401,0,0,0,0
Bridgeview,11/29/20,70,426,0,0,0,0
Bridgeview,12/6/20,60,365,0,0,0,0
Bridgeview,12/13/20,45,274,42,0.3,0,0
Bridgeview,12/20/20,25,152,84,0.5,0,0
Bridgeview,12/27/20,56,341,151,0.9,0,0
Bridgeview,1/3/21,65,395,336,2,42,0.3
Bridgeview,1/10/21,45,274,503,3.1,76,0.5
Bridgeview,1/17/21,34,207,618,3.8,112,0.7
Bridgeview,1/24/21,22,134,812,4.9,278,1.7
Bridgeview,1/31/21,24,146,1223,7.4,415,2.5
Bridgeview,2/7/21,7,43,1484,9,503,3.1
Bridgeview,2/14/21,15,91,1693,10.3,640,3.9
Bridgeview,2/21/21,18,109,1917,11.7,991,6
Bridgeview,2/28/21,8,49,2139,13,1194,7.3
Bridgeview,3/7/21,21,128,2422,14.7,1507,9.2
Bridgeview,3/14/21,19,116,2854,17.4,1727,10.5
Bridgeview,3/21/21,18,109,3289,20,1949,11.9
Bridgeview,3/28/21,42,255,3790,23,2213,13.5
Bridgeview,4/4/21,33,201,4342,26.4,2625,16
Bridgeview,4/11/21,31,188,4920,29.9,3070,18.7
Bridgeview,4/18/21,26,158,5371,32.7,3428,20.8
Bridgeview,4/25/21,16,97,5720,34.8,3800,23.1
Bridgeview,5/2/21,18,109,5935,36.1,4168,25.3
Broadview,1/26/20,0,0,0,0,0,0
Broadview,2/2/20,0,0,0,0,0,0
Broadview,2/9/20,0,0,0,0,0,0
Broadview,2/16/20,0,0,0,0,0,0
Broadview,2/23/20,0,0,0,0,0,0
Broadview,3/1/20,0,0,0,0,0,0
Broadview,3/8/20,0,0,0,0,0,0
Broadview,3/15/20,0,0,0,0,0,0
Broadview,3/22/20,7,88,0,0,0,0
Broadview,3/29/20,13,164,0,0,0,0
Broadview,4/5/20,7,88,0,0,0,0
Broadview,4/12/20,14,177,0,0,0,0
Broadview,4/19/20,32,403,0,0,0,0
Broadview,4/26/20,25,315,0,0,0,0
Broadview,5/3/20,22,277,0,0,0,0
Broadview,5/10/20,15,189,0,0,0,0
Broadview,5/17/20,20,252,0,0,0,0
Broadview,5/24/20,7,88,0,0,0,0
Broadview,5/31/20,NA,NA,0,0,0,0
Broadview,6/7/20,NA,NA,0,0,0,0
Broadview,6/14/20,NA,NA,0,0,0,0
Broadview,6/21/20,5,63,0,0,0,0
Broadview,6/28/20,NA,NA,0,0,0,0
Broadview,7/5/20,NA,NA,0,0,0,0
Broadview,7/12/20,8,101,0,0,0,0
Broadview,7/19/20,6,76,0,0,0,0
Broadview,7/26/20,7,88,0,0,0,0
Broadview,8/2/20,6,76,0,0,0,0
Broadview,8/9/20,13,164,0,0,0,0
Broadview,8/16/20,9,113,0,0,0,0
Broadview,8/23/20,6,76,0,0,0,0
Broadview,8/30/20,9,113,0,0,0,0
Broadview,9/6/20,NA,NA,0,0,0,0
Broadview,9/13/20,5,63,0,0,0,0
Broadview,9/20/20,9,113,0,0,0,0
Broadview,9/27/20,9,113,0,0,0,0
Broadview,10/4/20,9,113,0,0,0,0
Broadview,10/11/20,18,227,0,0,0,0
Broadview,10/18/20,15,189,0,0,0,0
Broadview,10/25/20,31,391,0,0,0,0
Broadview,11/1/20,39,492,0,0,0,0
Broadview,11/8/20,62,782,0,0,0,0
Broadview,11/15/20,53,668,0,0,0,0
Broadview,11/22/20,41,517,0,0,0,0
Broadview,11/29/20,56,706,0,0,0,0
Broadview,12/6/20,38,479,0,0,0,0
Broadview,12/13/20,38,479,13,0.2,0,0
Broadview,12/20/20,25,315,34,0.4,0,0
Broadview,12/27/20,22,277,79,1,0,0
Broadview,1/3/21,32,403,113,1.4,14,0.2
Broadview,1/10/21,27,340,155,2,34,0.4
Broadview,1/17/21,27,340,201,2.5,57,0.7
Broadview,1/24/21,12,151,265,3.3,92,1.2
Broadview,1/31/21,11,139,416,5.2,127,1.6
Broadview,2/7/21,11,139,593,7.5,170,2.1
Broadview,2/14/21,NA,NA,681,8.6,217,2.7
Broadview,2/21/21,12,151,836,10.5,322,4.1
Broadview,2/28/21,8,101,985,12.4,479,6
Broadview,3/7/21,6,76,1270,16,630,7.9
Broadview,3/14/21,9,113,1574,19.8,785,9.9
Broadview,3/21/21,14,177,1906,24,936,11.8
Broadview,3/28/21,15,189,2345,29.6,1265,15.9
Broadview,4/4/21,15,189,2624,33.1,1566,19.7
Broadview,4/11/21,23,290,2875,36.2,1819,22.9
Broadview,4/18/21,13,164,3144,39.6,2077,26.2
Broadview,4/25/21,25,315,3281,41.4,2274,28.7
Broadview,5/2/21,10,126,3368,42.5,2452,30.9
Brookfield,1/26/20,0,0,0,0,0,0
Brookfield,2/2/20,0,0,0,0,0,0
Brookfield,2/9/20,0,0,0,0,0,0
Brookfield,2/16/20,0,0,0,0,0,0
Brookfield,2/23/20,0,0,0,0,0,0
Brookfield,3/1/20,0,0,0,0,0,0
Brookfield,3/8/20,0,0,0,0,0,0
Brookfield,3/15/20,NA,NA,0,0,0,0
Brookfield,3/22/20,5,26,0,0,0,0
Brookfield,3/29/20,18,95,0,0,0,0
Brookfield,4/5/20,16,84,0,0,0,0
Brookfield,4/12/20,14,74,0,0,0,0
Brookfield,4/19/20,13,69,0,0,0,0
Brookfield,4/26/20,18,95,0,0,0,0
Brookfield,5/3/20,22,116,0,0,0,0
Brookfield,5/10/20,19,100,0,0,0,0
Brookfield,5/17/20,16,84,0,0,0,0
Brookfield,5/24/20,23,121,0,0,0,0
Brookfield,5/31/20,6,32,0,0,0,0
Brookfield,6/7/20,NA,NA,0,0,0,0
Brookfield,6/14/20,NA,NA,0,0,0,0
Brookfield,6/21/20,6,32,0,0,0,0
Brookfield,6/28/20,11,58,0,0,0,0
Brookfield,7/5/20,5,26,0,0,0,0
Brookfield,7/12/20,12,63,0,0,0,0
Brookfield,7/19/20,24,126,0,0,0,0
Brookfield,7/26/20,15,79,0,0,0,0
Brookfield,8/2/20,12,63,0,0,0,0
Brookfield,8/9/20,15,79,0,0,0,0
Brookfield,8/16/20,17,90,0,0,0,0
Brookfield,8/23/20,26,137,0,0,0,0
Brookfield,8/30/20,15,79,0,0,0,0
Brookfield,9/6/20,18,95,0,0,0,0
Brookfield,9/13/20,16,84,0,0,0,0
Brookfield,9/20/20,9,47,0,0,0,0
Brookfield,9/27/20,21,111,0,0,0,0
Brookfield,10/4/20,16,84,0,0,0,0
Brookfield,10/11/20,28,148,0,0,0,0
Brookfield,10/18/20,41,216,0,0,0,0
Brookfield,10/25/20,82,432,0,0,0,0
Brookfield,11/1/20,121,638,0,0,0,0
Brookfield,11/8/20,132,696,0,0,0,0
Brookfield,11/15/20,115,606,0,0,0,0
Brookfield,11/22/20,78,411,0,0,0,0
Brookfield,11/29/20,83,437,0,0,0,0
Brookfield,12/6/20,76,400,0,0,0,0
Brookfield,12/13/20,98,516,104,0.5,0,0
Brookfield,12/20/20,50,263,227,1.2,0,0
Brookfield,12/27/20,78,411,433,2.3,0,0
Brookfield,1/3/21,87,458,554,2.9,121,0.6
Brookfield,1/10/21,53,279,726,3.8,214,1.1
Brookfield,1/17/21,36,190,974,5.1,356,1.9
Brookfield,1/24/21,35,184,1348,7.1,456,2.4
Brookfield,1/31/21,9,47,1943,10.2,590,3.1
Brookfield,2/7/21,14,74,2555,13.5,760,4
Brookfield,2/14/21,7,37,2905,15.3,1031,5.4
Brookfield,2/21/21,5,26,3301,17.4,1517,8
Brookfield,2/28/21,5,26,3751,19.8,2045,10.8
Brookfield,3/7/21,10,53,4403,23.2,2642,13.9
Brookfield,3/14/21,22,116,5115,27,3094,16.3
Brookfield,3/21/21,17,90,6089,32.1,3459,18.2
Brookfield,3/28/21,27,142,7079,37.3,4043,21.3
Brookfield,4/4/21,43,227,8056,42.4,4885,25.7
Brookfield,4/11/21,38,200,8881,46.8,5641,29.7
Brookfield,4/18/21,29,153,9442,49.8,6493,34.2
Brookfield,4/25/21,17,90,9996,52.7,7213,38
Brookfield,5/2/21,9,47,10259,54.1,7780,41
Buffalo Grove,1/26/20,0,0,0,0,0,0
Buffalo Grove,2/2/20,0,0,0,0,0,0
Buffalo Grove,2/9/20,0,0,0,0,0,0
Buffalo Grove,2/16/20,0,0,0,0,0,0
Buffalo Grove,2/23/20,0,0,0,0,0,0
Buffalo Grove,3/1/20,0,0,0,0,0,0
Buffalo Grove,3/8/20,0,0,0,0,0,0
Buffalo Grove,3/15/20,0,0,0,0,0,0
Buffalo Grove,3/22/20,10,73,0,0,0,0
Buffalo Grove,3/29/20,5,37,0,0,0,0
Buffalo Grove,4/5/20,6,44,0,0,0,0
Buffalo Grove,4/12/20,NA,NA,0,0,0,0
Buffalo Grove,4/19/20,7,51,0,0,0,0
Buffalo Grove,4/26/20,16,117,0,0,0,0
Buffalo Grove,5/3/20,8,59,0,0,0,0
Buffalo Grove,5/10/20,7,51,0,0,0,0
Buffalo Grove,5/17/20,28,205,0,0,0,0
Buffalo Grove,5/24/20,15,110,0,0,0,0
Buffalo Grove,5/31/20,8,59,0,0,0,0
Buffalo Grove,6/7/20,6,44,0,0,0,0
Buffalo Grove,6/14/20,13,95,0,0,0,0
Buffalo Grove,6/21/20,NA,NA,0,0,0,0
Buffalo Grove,6/28/20,NA,NA,0,0,0,0
Buffalo Grove,7/5/20,0,0,0,0,0,0
Buffalo Grove,7/12/20,NA,NA,0,0,0,0
Buffalo Grove,7/19/20,8,59,0,0,0,0
Buffalo Grove,7/26/20,5,37,0,0,0,0
Buffalo Grove,8/2/20,6,44,0,0,0,0
Buffalo Grove,8/9/20,9,66,0,0,0,0
Buffalo Grove,8/16/20,12,88,0,0,0,0
Buffalo Grove,8/23/20,9,66,0,0,0,0
Buffalo Grove,8/30/20,7,51,0,0,0,0
Buffalo Grove,9/6/20,7,51,0,0,0,0
Buffalo Grove,9/13/20,12,88,0,0,0,0
Buffalo Grove,9/20/20,12,88,0,0,0,0
Buffalo Grove,9/27/20,9,66,0,0,0,0
Buffalo Grove,10/4/20,NA,NA,0,0,0,0
Buffalo Grove,10/11/20,11,81,0,0,0,0
Buffalo Grove,10/18/20,31,227,0,0,0,0
Buffalo Grove,10/25/20,43,315,0,0,0,0
Buffalo Grove,11/1/20,65,476,0,0,0,0
Buffalo Grove,11/8/20,58,425,0,0,0,0
Buffalo Grove,11/15/20,62,454,0,0,0,0
Buffalo Grove,11/22/20,45,330,0,0,0,0
Buffalo Grove,11/29/20,50,366,0,0,0,0
Buffalo Grove,12/6/20,62,454,0,0,0,0
Buffalo Grove,12/13/20,60,440,63,0.5,0,0
Buffalo Grove,12/20/20,45,330,111,0.8,0,0
Buffalo Grove,12/27/20,50,366,165,1.2,0,0
Buffalo Grove,1/3/21,42,308,241,1.8,73,0.5
Buffalo Grove,1/10/21,34,249,335,2.5,110,0.8
Buffalo Grove,1/17/21,25,183,479,3.5,129,0.9
Buffalo Grove,1/24/21,24,176,766,5.6,193,1.4
Buffalo Grove,1/31/21,17,125,1156,8.5,277,2
Buffalo Grove,2/7/21,14,103,1733,12.7,370,2.7
Buffalo Grove,2/14/21,7,51,2126,15.6,549,4
Buffalo Grove,2/21/21,13,95,2430,17.8,859,6.3
Buffalo Grove,2/28/21,11,81,2793,20.5,1297,9.5
Buffalo Grove,3/7/21,17,125,3296,24.2,2015,14.8
Buffalo Grove,3/14/21,9,66,3869,28.4,2380,17.4
Buffalo Grove,3/21/21,12,88,4470,32.8,2620,19.2
Buffalo Grove,3/28/21,16,117,5120,37.5,2975,21.8
Buffalo Grove,4/4/21,27,198,5689,41.7,3631,26.6
Buffalo Grove,4/11/21,32,235,6206,45.5,4221,30.9
Buffalo Grove,4/18/21,23,169,6609,48.4,4790,35.1
Buffalo Grove,4/25/21,24,176,6961,51,5188,38
Buffalo Grove,5/2/21,18,132,7177,52.6,5539,40.6
Burnham,1/26/20,0,0,0,0,0,0
Burnham,2/2/20,0,0,0,0,0,0
Burnham,2/9/20,0,0,0,0,0,0
Burnham,2/16/20,0,0,0,0,0,0
Burnham,2/23/20,0,0,0,0,0,0
Burnham,3/1/20,0,0,0,0,0,0
Burnham,3/8/20,0,0,0,0,0,0
Burnham,3/15/20,NA,NA,0,0,0,0
Burnham,3/22/20,5,119,0,0,0,0
Burnham,3/29/20,6,143,0,0,0,0
Burnham,4/5/20,9,214,0,0,0,0
Burnham,4/12/20,8,190,0,0,0,0
Burnham,4/19/20,22,523,0,0,0,0
Burnham,4/26/20,62,1474,0,0,0,0
Burnham,5/3/20,8,190,0,0,0,0
Burnham,5/10/20,NA,NA,0,0,0,0
Burnham,5/17/20,NA,NA,0,0,0,0
Burnham,5/24/20,8,190,0,0,0,0
Burnham,5/31/20,NA,NA,0,0,0,0
Burnham,6/7/20,NA,NA,0,0,0,0
Burnham,6/14/20,NA,NA,0,0,0,0
Burnham,6/21/20,0,0,0,0,0,0
Burnham,6/28/20,NA,NA,0,0,0,0
Burnham,7/5/20,7,166,0,0,0,0
Burnham,7/12/20,NA,NA,0,0,0,0
Burnham,7/19/20,5,119,0,0,0,0
Burnham,7/26/20,NA,NA,0,0,0,0
Burnham,8/2/20,NA,NA,0,0,0,0
Burnham,8/9/20,NA,NA,0,0,0,0
Burnham,8/16/20,NA,NA,0,0,0,0
Burnham,8/23/20,NA,NA,0,0,0,0
Burnham,8/30/20,0,0,0,0,0,0
Burnham,9/6/20,NA,NA,0,0,0,0
Burnham,9/13/20,NA,NA,0,0,0,0
Burnham,9/20/20,NA,NA,0,0,0,0
Burnham,9/27/20,NA,NA,0,0,0,0
Burnham,10/4/20,NA,NA,0,0,0,0
Burnham,10/11/20,14,333,0,0,0,0
Burnham,10/18/20,34,808,0,0,0,0
Burnham,10/25/20,16,380,0,0,0,0
Burnham,11/1/20,23,547,0,0,0,0
Burnham,11/8/20,35,832,0,0,0,0
Burnham,11/15/20,17,404,0,0,0,0
Burnham,11/22/20,22,523,0,0,0,0
Burnham,11/29/20,17,404,0,0,0,0
Burnham,12/6/20,21,499,0,0,0,0
Burnham,12/13/20,10,238,NA,NA,0,0
Burnham,12/20/20,11,262,10,0.2,0,0
Burnham,12/27/20,12,285,16,0.4,0,0
Burnham,1/3/21,7,166,204,4.9,NA,NA
Burnham,1/10/21,8,190,215,5.1,9,0.2
Burnham,1/17/21,NA,NA,227,5.4,NA,NA
Burnham,1/24/21,NA,NA,282,6.7,193,4.6
Burnham,1/31/21,NA,NA,306,7.3,199,4.7
Burnham,2/7/21,NA,NA,332,7.9,213,5.1
Burnham,2/14/21,NA,NA,358,8.5,250,5.9
Burnham,2/21/21,0,0,394,9.4,269,6.4
Burnham,2/28/21,0,0,435,10.3,290,6.9
Burnham,3/7/21,NA,NA,485,11.5,328,7.8
Burnham,3/14/21,0,0,546,13,369,8.8
Burnham,3/21/21,NA,NA,609,14.5,413,9.8
Burnham,3/28/21,NA,NA,658,15.6,449,10.7
Burnham,4/4/21,10,238,784,18.6,509,12.1
Burnham,4/11/21,12,285,824,19.6,569,13.5
Burnham,4/18/21,7,166,881,20.9,606,14.4
Burnham,4/25/21,6,143,910,21.6,649,15.4
Burnham,5/2/21,7,166,954,22.7,707,16.8
Burr Ridge,1/26/20,0,0,0,0,0,0
Burr Ridge,2/2/20,0,0,0,0,0,0
Burr Ridge,2/9/20,0,0,0,0,0,0
Burr Ridge,2/16/20,0,0,0,0,0,0
Burr Ridge,2/23/20,0,0,0,0,0,0
Burr Ridge,3/1/20,0,0,0,0,0,0
Burr Ridge,3/8/20,0,0,0,0,0,0
Burr Ridge,3/15/20,NA,NA,0,0,0,0
Burr Ridge,3/22/20,NA,NA,0,0,0,0
Burr Ridge,3/29/20,NA,NA,0,0,0,0
Burr Ridge,4/5/20,NA,NA,0,0,0,0
Burr Ridge,4/12/20,NA,NA,0,0,0,0
Burr Ridge,4/19/20,NA,NA,0,0,0,0
Burr Ridge,4/26/20,NA,NA,0,0,0,0
Burr Ridge,5/3/20,0,0,0,0,0,0
Burr Ridge,5/10/20,0,0,0,0,0,0
Burr Ridge,5/17/20,0,0,0,0,0,0
Burr Ridge,5/24/20,NA,NA,0,0,0,0
Burr Ridge,5/31/20,0,0,0,0,0,0
Burr Ridge,6/7/20,NA,NA,0,0,0,0
Burr Ridge,6/14/20,NA,NA,0,0,0,0
Burr Ridge,6/21/20,NA,NA,0,0,0,0
Burr Ridge,6/28/20,5,130,0,0,0,0
Burr Ridge,7/5/20,NA,NA,0,0,0,0
Burr Ridge,7/12/20,NA,NA,0,0,0,0
Burr Ridge,7/19/20,9,234,0,0,0,0
Burr Ridge,7/26/20,5,130,0,0,0,0
Burr Ridge,8/2/20,5,130,0,0,0,0
Burr Ridge,8/9/20,8,208,0,0,0,0
Burr Ridge,8/16/20,0,0,0,0,0,0
Burr Ridge,8/23/20,NA,NA,0,0,0,0
Burr Ridge,8/30/20,NA,NA,0,0,0,0
Burr Ridge,9/6/20,7,182,0,0,0,0
Burr Ridge,9/13/20,13,339,0,0,0,0
Burr Ridge,9/20/20,NA,NA,0,0,0,0
Burr Ridge,9/27/20,5,130,0,0,0,0
Burr Ridge,10/4/20,6,156,0,0,0,0
Burr Ridge,10/11/20,9,234,0,0,0,0
Burr Ridge,10/18/20,5,130,0,0,0,0
Burr Ridge,10/25/20,8,208,0,0,0,0
Burr Ridge,11/1/20,23,599,0,0,0,0
Burr Ridge,11/8/20,25,651,0,0,0,0
Burr Ridge,11/15/20,26,677,0,0,0,0
Burr Ridge,11/22/20,10,260,0,0,0,0
Burr Ridge,11/29/20,14,365,0,0,0,0
Burr Ridge,12/6/20,5,130,0,0,0,0
Burr Ridge,12/13/20,5,130,77,2,0,0
Burr Ridge,12/20/20,6,156,120,3.1,0,0
Burr Ridge,12/27/20,24,625,167,4.3,0,0
Burr Ridge,1/3/21,10,260,203,5.3,81,2.1
Burr Ridge,1/10/21,14,365,247,6.4,115,3
Burr Ridge,1/17/21,13,339,340,8.9,145,3.8
Burr Ridge,1/24/21,13,339,477,12.4,172,4.5
Burr Ridge,1/31/21,7,182,676,17.6,204,5.3
Burr Ridge,2/7/21,NA,NA,823,21.4,265,6.9
Burr Ridge,2/14/21,NA,NA,917,23.9,371,9.7
Burr Ridge,2/21/21,NA,NA,984,25.6,521,13.6
Burr Ridge,2/28/21,NA,NA,1097,28.6,693,18
Burr Ridge,3/7/21,NA,NA,1204,31.4,818,21.3
Burr Ridge,3/14/21,NA,NA,1368,35.6,912,23.8
Burr Ridge,3/21/21,7,182,1498,39,995,25.9
Burr Ridge,3/28/21,NA,NA,1644,42.8,1108,28.9
Burr Ridge,4/4/21,NA,NA,1795,46.7,1287,33.5
Burr Ridge,4/11/21,9,234,1891,49.2,1416,36.9
